date,open_interest,ticker,expiration,type,strike
5/19/2016,17585,FB,5/20/2016,C,121
5/20/2016,17374,FB,5/20/2016,C,121
4/18/2016,153,FB,5/20/2016,C,122
4/19/2016,269,FB,5/20/2016,C,122
4/20/2016,316,FB,5/20/2016,C,122
4/21/2016,496,FB,5/20/2016,C,122
4/22/2016,795,FB,5/20/2016,C,122
4/25/2016,905,FB,5/20/2016,C,122
4/26/2016,870,FB,5/20/2016,C,122
4/27/2016,1069,FB,5/20/2016,C,122
4/28/2016,1753,FB,5/20/2016,C,122
4/29/2016,2128,FB,5/20/2016,C,122
5/2/2016,3503,FB,5/20/2016,C,122
5/3/2016,3536,FB,5/20/2016,C,122
5/4/2016,3631,FB,5/20/2016,C,122
5/5/2016,3817,FB,5/20/2016,C,122
5/6/2016,4569,FB,5/20/2016,C,122
5/9/2016,4752,FB,5/20/2016,C,122
5/10/2016,5358,FB,5/20/2016,C,122
5/11/2016,6044,FB,5/20/2016,C,122
5/12/2016,6655,FB,5/20/2016,C,122
5/13/2016,8401,FB,5/20/2016,C,122
5/16/2016,8604,FB,5/20/2016,C,122
5/17/2016,8286,FB,5/20/2016,C,122
5/18/2016,10066,FB,5/20/2016,C,122
5/19/2016,9694,FB,5/20/2016,C,122
5/20/2016,9266,FB,5/20/2016,C,122
4/18/2016,70,FB,5/20/2016,C,123
4/19/2016,259,FB,5/20/2016,C,123
4/20/2016,344,FB,5/20/2016,C,123
4/21/2016,384,FB,5/20/2016,C,123
4/22/2016,536,FB,5/20/2016,C,123
4/25/2016,584,FB,5/20/2016,C,123
4/26/2016,603,FB,5/20/2016,C,123
4/27/2016,680,FB,5/20/2016,C,123
4/28/2016,1291,FB,5/20/2016,C,123
4/29/2016,2881,FB,5/20/2016,C,123
5/2/2016,3116,FB,5/20/2016,C,123
5/3/2016,3376,FB,5/20/2016,C,123
5/4/2016,3474,FB,5/20/2016,C,123
5/5/2016,3789,FB,5/20/2016,C,123
5/6/2016,4479,FB,5/20/2016,C,123
5/9/2016,5068,FB,5/20/2016,C,123
5/10/2016,5910,FB,5/20/2016,C,123
5/11/2016,6600,FB,5/20/2016,C,123
5/12/2016,6898,FB,5/20/2016,C,123
5/13/2016,7464,FB,5/20/2016,C,123
5/16/2016,7708,FB,5/20/2016,C,123
5/17/2016,8271,FB,5/20/2016,C,123
5/18/2016,7614,FB,5/20/2016,C,123
5/19/2016,7590,FB,5/20/2016,C,123
5/20/2016,7468,FB,5/20/2016,C,123
4/18/2016,193,FB,5/20/2016,C,124
4/19/2016,398,FB,5/20/2016,C,124
4/20/2016,530,FB,5/20/2016,C,124
4/21/2016,579,FB,5/20/2016,C,124
4/22/2016,580,FB,5/20/2016,C,124
4/25/2016,639,FB,5/20/2016,C,124
4/26/2016,656,FB,5/20/2016,C,124
4/27/2016,807,FB,5/20/2016,C,124
4/28/2016,3084,FB,5/20/2016,C,124
4/29/2016,3292,FB,5/20/2016,C,124
5/2/2016,3552,FB,5/20/2016,C,124
5/3/2016,3588,FB,5/20/2016,C,124
5/4/2016,4644,FB,5/20/2016,C,124
5/5/2016,4723,FB,5/20/2016,C,124
5/6/2016,6301,FB,5/20/2016,C,124
5/9/2016,6381,FB,5/20/2016,C,124
5/10/2016,9840,FB,5/20/2016,C,124
5/11/2016,10354,FB,5/20/2016,C,124
5/12/2016,10603,FB,5/20/2016,C,124
5/13/2016,10611,FB,5/20/2016,C,124
5/16/2016,10129,FB,5/20/2016,C,124
5/17/2016,9662,FB,5/20/2016,C,124
5/18/2016,9414,FB,5/20/2016,C,124
5/19/2016,9396,FB,5/20/2016,C,124
5/20/2016,9260,FB,5/20/2016,C,124
4/3/2016,13415,FB,5/20/2016,C,125
4/4/2016,13596,FB,5/20/2016,C,125
4/5/2016,13751,FB,5/20/2016,C,125
4/6/2016,14044,FB,5/20/2016,C,125
4/7/2016,15345,FB,5/20/2016,C,125
4/8/2016,21760,FB,5/20/2016,C,125
4/11/2016,21826,FB,5/20/2016,C,125
4/12/2016,21739,FB,5/20/2016,C,125
4/13/2016,23832,FB,5/20/2016,C,125
4/14/2016,28361,FB,5/20/2016,C,125
4/15/2016,30903,FB,5/20/2016,C,125
4/18/2016,31712,FB,5/20/2016,C,125
4/19/2016,31582,FB,5/20/2016,C,125
4/20/2016,30745,FB,5/20/2016,C,125
4/21/2016,30983,FB,5/20/2016,C,125
4/22/2016,31021,FB,5/20/2016,C,125
4/25/2016,32103,FB,5/20/2016,C,125
4/26/2016,31894,FB,5/20/2016,C,125
4/27/2016,34303,FB,5/20/2016,C,125
4/28/2016,41637,FB,5/20/2016,C,125
4/29/2016,36805,FB,5/20/2016,C,125
5/2/2016,37146,FB,5/20/2016,C,125
5/3/2016,38068,FB,5/20/2016,C,125
5/4/2016,38534,FB,5/20/2016,C,125
5/5/2016,38237,FB,5/20/2016,C,125
5/6/2016,38062,FB,5/20/2016,C,125
5/9/2016,34666,FB,5/20/2016,C,125
5/10/2016,36291,FB,5/20/2016,C,125
5/11/2016,35497,FB,5/20/2016,C,125
5/12/2016,35622,FB,5/20/2016,C,125
5/13/2016,35850,FB,5/20/2016,C,125
5/16/2016,36163,FB,5/20/2016,C,125
5/17/2016,34705,FB,5/20/2016,C,125
5/18/2016,34584,FB,5/20/2016,C,125
5/19/2016,34501,FB,5/20/2016,C,125
5/20/2016,34060,FB,5/20/2016,C,125
4/18/2016,40,FB,5/20/2016,C,126
4/19/2016,147,FB,5/20/2016,C,126
4/20/2016,241,FB,5/20/2016,C,126
4/21/2016,292,FB,5/20/2016,C,126
4/22/2016,305,FB,5/20/2016,C,126
4/25/2016,397,FB,5/20/2016,C,126
4/26/2016,628,FB,5/20/2016,C,126
4/27/2016,958,FB,5/20/2016,C,126
4/28/2016,2567,FB,5/20/2016,C,126
4/29/2016,2682,FB,5/20/2016,C,126
5/2/2016,3110,FB,5/20/2016,C,126
5/3/2016,3682,FB,5/20/2016,C,126
5/4/2016,4158,FB,5/20/2016,C,126
5/5/2016,4097,FB,5/20/2016,C,126
5/6/2016,3985,FB,5/20/2016,C,126
5/9/2016,5047,FB,5/20/2016,C,126
5/10/2016,5599,FB,5/20/2016,C,126
5/11/2016,5553,FB,5/20/2016,C,126
5/12/2016,5555,FB,5/20/2016,C,126
5/13/2016,5947,FB,5/20/2016,C,126
5/16/2016,5925,FB,5/20/2016,C,126
5/17/2016,5941,FB,5/20/2016,C,126
5/18/2016,5939,FB,5/20/2016,C,126
5/19/2016,5939,FB,5/20/2016,C,126
5/20/2016,5922,FB,5/20/2016,C,126
5/9/2016,1380,FB,5/20/2016,C,127
5/10/2016,2243,FB,5/20/2016,C,127
5/11/2016,1715,FB,5/20/2016,C,127
5/12/2016,1715,FB,5/20/2016,C,127
5/13/2016,1873,FB,5/20/2016,C,127
5/16/2016,2128,FB,5/20/2016,C,127
5/17/2016,2146,FB,5/20/2016,C,127
5/18/2016,2168,FB,5/20/2016,C,127
5/19/2016,2161,FB,5/20/2016,C,127
5/20/2016,2161,FB,5/20/2016,C,127
5/9/2016,214,FB,5/20/2016,C,128
5/10/2016,333,FB,5/20/2016,C,128
5/11/2016,336,FB,5/20/2016,C,128
5/12/2016,291,FB,5/20/2016,C,128
5/13/2016,291,FB,5/20/2016,C,128
5/16/2016,292,FB,5/20/2016,C,128
5/17/2016,291,FB,5/20/2016,C,128
5/18/2016,291,FB,5/20/2016,C,128
5/19/2016,291,FB,5/20/2016,C,128
5/20/2016,291,FB,5/20/2016,C,128
5/9/2016,21,FB,5/20/2016,C,129
5/10/2016,3027,FB,5/20/2016,C,129
5/11/2016,3023,FB,5/20/2016,C,129
5/12/2016,3025,FB,5/20/2016,C,129
5/13/2016,3025,FB,5/20/2016,C,129
5/16/2016,3035,FB,5/20/2016,C,129
5/17/2016,3035,FB,5/20/2016,C,129
5/18/2016,3035,FB,5/20/2016,C,129
5/19/2016,3035,FB,5/20/2016,C,129
5/20/2016,3035,FB,5/20/2016,C,129
4/3/2016,5730,FB,5/20/2016,C,130
4/4/2016,6908,FB,5/20/2016,C,130
4/5/2016,6926,FB,5/20/2016,C,130
4/6/2016,7348,FB,5/20/2016,C,130
4/7/2016,7665,FB,5/20/2016,C,130
4/8/2016,13324,FB,5/20/2016,C,130
4/11/2016,13213,FB,5/20/2016,C,130
4/12/2016,13352,FB,5/20/2016,C,130
4/13/2016,16769,FB,5/20/2016,C,130
4/14/2016,16674,FB,5/20/2016,C,130
4/15/2016,16745,FB,5/20/2016,C,130
4/18/2016,16691,FB,5/20/2016,C,130
4/19/2016,16673,FB,5/20/2016,C,130
4/20/2016,16700,FB,5/20/2016,C,130
4/21/2016,16699,FB,5/20/2016,C,130
4/22/2016,16832,FB,5/20/2016,C,130
4/25/2016,16875,FB,5/20/2016,C,130
4/26/2016,17107,FB,5/20/2016,C,130
4/27/2016,17542,FB,5/20/2016,C,130
4/28/2016,17461,FB,5/20/2016,C,130
4/29/2016,17178,FB,5/20/2016,C,130
5/2/2016,17216,FB,5/20/2016,C,130
5/3/2016,17130,FB,5/20/2016,C,130
5/4/2016,17019,FB,5/20/2016,C,130
5/5/2016,24843,FB,5/20/2016,C,130
5/6/2016,24890,FB,5/20/2016,C,130
5/9/2016,24422,FB,5/20/2016,C,130
5/10/2016,25504,FB,5/20/2016,C,130
5/11/2016,25514,FB,5/20/2016,C,130
5/12/2016,25529,FB,5/20/2016,C,130
5/13/2016,25901,FB,5/20/2016,C,130
5/16/2016,25990,FB,5/20/2016,C,130
5/17/2016,26002,FB,5/20/2016,C,130
5/18/2016,26002,FB,5/20/2016,C,130
5/19/2016,25702,FB,5/20/2016,C,130
5/20/2016,25664,FB,5/20/2016,C,130
5/10/2016,50,FB,5/20/2016,C,131
5/11/2016,55,FB,5/20/2016,C,131
5/12/2016,55,FB,5/20/2016,C,131
5/13/2016,175,FB,5/20/2016,C,131
5/16/2016,175,FB,5/20/2016,C,131
5/17/2016,175,FB,5/20/2016,C,131
5/18/2016,175,FB,5/20/2016,C,131
5/19/2016,175,FB,5/20/2016,C,131
5/20/2016,175,FB,5/20/2016,C,131
5/9/2016,4,FB,5/20/2016,C,132
5/10/2016,78,FB,5/20/2016,C,132
5/11/2016,78,FB,5/20/2016,C,132
5/12/2016,78,FB,5/20/2016,C,132
5/13/2016,78,FB,5/20/2016,C,132
5/16/2016,78,FB,5/20/2016,C,132
5/17/2016,78,FB,5/20/2016,C,132
5/18/2016,78,FB,5/20/2016,C,132
5/19/2016,78,FB,5/20/2016,C,132
5/20/2016,78,FB,5/20/2016,C,132
5/10/2016,540,FB,5/20/2016,C,133
5/11/2016,540,FB,5/20/2016,C,133
5/12/2016,540,FB,5/20/2016,C,133
5/13/2016,540,FB,5/20/2016,C,133
5/16/2016,540,FB,5/20/2016,C,133
5/17/2016,540,FB,5/20/2016,C,133
5/18/2016,540,FB,5/20/2016,C,133
5/19/2016,540,FB,5/20/2016,C,133
5/20/2016,540,FB,5/20/2016,C,133
4/3/2016,4804,FB,5/20/2016,C,135
4/4/2016,5076,FB,5/20/2016,C,135
4/5/2016,5091,FB,5/20/2016,C,135
4/6/2016,5139,FB,5/20/2016,C,135
4/7/2016,5248,FB,5/20/2016,C,135
4/8/2016,5267,FB,5/20/2016,C,135
4/11/2016,5257,FB,5/20/2016,C,135
4/12/2016,5299,FB,5/20/2016,C,135
4/13/2016,5415,FB,5/20/2016,C,135
4/14/2016,5571,FB,5/20/2016,C,135
4/15/2016,5622,FB,5/20/2016,C,135
4/18/2016,5624,FB,5/20/2016,C,135
4/19/2016,5537,FB,5/20/2016,C,135
4/20/2016,5569,FB,5/20/2016,C,135
4/21/2016,5614,FB,5/20/2016,C,135
4/22/2016,5756,FB,5/20/2016,C,135
4/25/2016,5774,FB,5/20/2016,C,135
4/26/2016,5836,FB,5/20/2016,C,135
4/27/2016,5912,FB,5/20/2016,C,135
4/28/2016,16962,FB,5/20/2016,C,135
4/29/2016,17008,FB,5/20/2016,C,135
5/2/2016,17000,FB,5/20/2016,C,135
5/3/2016,18628,FB,5/20/2016,C,135
5/4/2016,19334,FB,5/20/2016,C,135
5/5/2016,19952,FB,5/20/2016,C,135
5/6/2016,20859,FB,5/20/2016,C,135
5/9/2016,20909,FB,5/20/2016,C,135
5/10/2016,20926,FB,5/20/2016,C,135
5/11/2016,21125,FB,5/20/2016,C,135
5/12/2016,21125,FB,5/20/2016,C,135
5/13/2016,21105,FB,5/20/2016,C,135
5/16/2016,21093,FB,5/20/2016,C,135
5/17/2016,21083,FB,5/20/2016,C,135
5/18/2016,21073,FB,5/20/2016,C,135
5/19/2016,21073,FB,5/20/2016,C,135
5/20/2016,20892,FB,5/20/2016,C,135
4/3/2016,8421,FB,5/20/2016,C,140
4/4/2016,8482,FB,5/20/2016,C,140
4/5/2016,8482,FB,5/20/2016,C,140
4/6/2016,8218,FB,5/20/2016,C,140
4/7/2016,8218,FB,5/20/2016,C,140
4/8/2016,8233,FB,5/20/2016,C,140
4/11/2016,8236,FB,5/20/2016,C,140
4/12/2016,8343,FB,5/20/2016,C,140
4/13/2016,8352,FB,5/20/2016,C,140
4/14/2016,8352,FB,5/20/2016,C,140
4/15/2016,6886,FB,5/20/2016,C,140
4/18/2016,6952,FB,5/20/2016,C,140
4/19/2016,6907,FB,5/20/2016,C,140
4/20/2016,6911,FB,5/20/2016,C,140
4/21/2016,7016,FB,5/20/2016,C,140
4/22/2016,7016,FB,5/20/2016,C,140
4/25/2016,7011,FB,5/20/2016,C,140
4/26/2016,7241,FB,5/20/2016,C,140
4/27/2016,7645,FB,5/20/2016,C,140
4/28/2016,8648,FB,5/20/2016,C,140
4/29/2016,8948,FB,5/20/2016,C,140
5/2/2016,8928,FB,5/20/2016,C,140
5/3/2016,8929,FB,5/20/2016,C,140
5/4/2016,8929,FB,5/20/2016,C,140
5/5/2016,8929,FB,5/20/2016,C,140
5/6/2016,8929,FB,5/20/2016,C,140
5/9/2016,8926,FB,5/20/2016,C,140
5/10/2016,8925,FB,5/20/2016,C,140
5/11/2016,8926,FB,5/20/2016,C,140
5/12/2016,8926,FB,5/20/2016,C,140
5/13/2016,8926,FB,5/20/2016,C,140
5/16/2016,8926,FB,5/20/2016,C,140
5/17/2016,8926,FB,5/20/2016,C,140
5/18/2016,8925,FB,5/20/2016,C,140
5/19/2016,8925,FB,5/20/2016,C,140
5/20/2016,8856,FB,5/20/2016,C,140
6/1/2016,497,FB,8/19/2016,P,90
6/2/2016,507,FB,8/19/2016,P,90
6/3/2016,507,FB,8/19/2016,P,90
6/6/2016,508,FB,8/19/2016,P,90
6/7/2016,509,FB,8/19/2016,P,90
6/8/2016,518,FB,8/19/2016,P,90
6/9/2016,535,FB,8/19/2016,P,90
6/10/2016,576,FB,8/19/2016,P,90
6/13/2016,914,FB,8/19/2016,P,90
6/14/2016,919,FB,8/19/2016,P,90
6/15/2016,910,FB,8/19/2016,P,90
6/16/2016,898,FB,8/19/2016,P,90
6/17/2016,1046,FB,8/19/2016,P,90
6/20/2016,1049,FB,8/19/2016,P,90
6/21/2016,1141,FB,8/19/2016,P,90
6/22/2016,1147,FB,8/19/2016,P,90
6/23/2016,1195,FB,8/19/2016,P,90
6/24/2016,1277,FB,8/19/2016,P,90
6/27/2016,1347,FB,8/19/2016,P,90
6/28/2016,1345,FB,8/19/2016,P,90
6/29/2016,1393,FB,8/19/2016,P,90
6/30/2016,1552,FB,8/19/2016,P,90
7/1/2016,1553,FB,8/19/2016,P,90
7/5/2016,1574,FB,8/19/2016,P,90
7/6/2016,1523,FB,8/19/2016,P,90
7/7/2016,1578,FB,8/19/2016,P,90
7/8/2016,1585,FB,8/19/2016,P,90
7/11/2016,1580,FB,8/19/2016,P,90
7/12/2016,1588,FB,8/19/2016,P,90
7/13/2016,1588,FB,8/19/2016,P,90
7/14/2016,1588,FB,8/19/2016,P,90
7/15/2016,1588,FB,8/19/2016,P,90
7/18/2016,1532,FB,8/19/2016,P,90
7/19/2016,1528,FB,8/19/2016,P,90
7/20/2016,1445,FB,8/19/2016,P,90
7/21/2016,1459,FB,8/19/2016,P,90
7/22/2016,1431,FB,8/19/2016,P,90
7/25/2016,1438,FB,8/19/2016,P,90
7/26/2016,1486,FB,8/19/2016,P,90
7/27/2016,3645,FB,8/19/2016,P,90
7/28/2016,3071,FB,8/19/2016,P,90
7/29/2016,3065,FB,8/19/2016,P,90
8/1/2016,3065,FB,8/19/2016,P,90
8/2/2016,3065,FB,8/19/2016,P,90
8/3/2016,3065,FB,8/19/2016,P,90
8/4/2016,3064,FB,8/19/2016,P,90
7/4/2016,1,FB,8/19/2016,P,140
7/5/2016,1,FB,8/19/2016,P,140
7/6/2016,1,FB,8/19/2016,P,140
7/7/2016,1,FB,8/19/2016,P,140
7/8/2016,1,FB,8/19/2016,P,140
7/11/2016,1,FB,8/19/2016,P,140
7/12/2016,1,FB,8/19/2016,P,140
7/13/2016,1,FB,8/19/2016,P,140
7/14/2016,1,FB,8/19/2016,P,140
7/15/2016,1,FB,8/19/2016,P,140
7/18/2016,1,FB,8/19/2016,P,140
7/19/2016,1,FB,8/19/2016,P,140
7/20/2016,1,FB,8/19/2016,P,140
7/21/2016,1,FB,8/19/2016,P,140
7/22/2016,1,FB,8/19/2016,P,140
6/1/2016,2498,FB,8/19/2016,P,95
6/2/2016,2494,FB,8/19/2016,P,95
6/3/2016,2505,FB,8/19/2016,P,95
6/6/2016,2515,FB,8/19/2016,P,95
6/7/2016,2571,FB,8/19/2016,P,95
6/8/2016,2596,FB,8/19/2016,P,95
6/9/2016,2617,FB,8/19/2016,P,95
6/10/2016,2694,FB,8/19/2016,P,95
6/13/2016,2711,FB,8/19/2016,P,95
6/14/2016,2724,FB,8/19/2016,P,95
6/15/2016,2719,FB,8/19/2016,P,95
6/16/2016,2775,FB,8/19/2016,P,95
6/17/2016,4538,FB,8/19/2016,P,95
6/20/2016,4644,FB,8/19/2016,P,95
6/21/2016,4692,FB,8/19/2016,P,95
6/22/2016,4728,FB,8/19/2016,P,95
6/23/2016,4730,FB,8/19/2016,P,95
6/24/2016,6731,FB,8/19/2016,P,95
6/27/2016,6837,FB,8/19/2016,P,95
6/28/2016,6898,FB,8/19/2016,P,95
6/29/2016,7175,FB,8/19/2016,P,95
6/30/2016,7374,FB,8/19/2016,P,95
7/1/2016,8155,FB,8/19/2016,P,95
7/5/2016,8335,FB,8/19/2016,P,95
7/6/2016,8351,FB,8/19/2016,P,95
7/7/2016,8446,FB,8/19/2016,P,95
7/8/2016,8440,FB,8/19/2016,P,95
7/11/2016,8414,FB,8/19/2016,P,95
7/12/2016,8522,FB,8/19/2016,P,95
7/13/2016,8497,FB,8/19/2016,P,95
7/14/2016,8541,FB,8/19/2016,P,95
7/15/2016,8530,FB,8/19/2016,P,95
7/18/2016,9114,FB,8/19/2016,P,95
7/19/2016,9356,FB,8/19/2016,P,95
7/20/2016,9715,FB,8/19/2016,P,95
7/21/2016,9736,FB,8/19/2016,P,95
7/22/2016,9999,FB,8/19/2016,P,95
7/25/2016,10016,FB,8/19/2016,P,95
7/26/2016,10087,FB,8/19/2016,P,95
7/27/2016,10796,FB,8/19/2016,P,95
7/28/2016,8849,FB,8/19/2016,P,95
7/29/2016,8839,FB,8/19/2016,P,95
8/1/2016,8831,FB,8/19/2016,P,95
8/2/2016,8818,FB,8/19/2016,P,95
8/3/2016,9762,FB,8/19/2016,P,95
8/4/2016,9759,FB,8/19/2016,P,95
7/18/2016,12,FB,8/19/2016,P,97
7/19/2016,16,FB,8/19/2016,P,97
7/20/2016,21,FB,8/19/2016,P,97
7/21/2016,31,FB,8/19/2016,P,97
7/22/2016,50,FB,8/19/2016,P,97
7/25/2016,50,FB,8/19/2016,P,97
7/26/2016,125,FB,8/19/2016,P,97
7/27/2016,129,FB,8/19/2016,P,97
7/28/2016,128,FB,8/19/2016,P,97
7/29/2016,128,FB,8/19/2016,P,97
8/1/2016,128,FB,8/19/2016,P,97
8/2/2016,128,FB,8/19/2016,P,97
8/3/2016,128,FB,8/19/2016,P,97
8/4/2016,128,FB,8/19/2016,P,97
7/21/2016,6,FB,8/19/2016,P,98
7/22/2016,22,FB,8/19/2016,P,98
7/25/2016,22,FB,8/19/2016,P,98
7/26/2016,23,FB,8/19/2016,P,98
7/27/2016,42,FB,8/19/2016,P,98
7/28/2016,42,FB,8/19/2016,P,98
7/29/2016,82,FB,8/19/2016,P,98
8/1/2016,82,FB,8/19/2016,P,98
8/2/2016,82,FB,8/19/2016,P,98
8/3/2016,82,FB,8/19/2016,P,98
8/4/2016,82,FB,8/19/2016,P,98
7/19/2016,20,FB,8/19/2016,P,99
7/20/2016,82,FB,8/19/2016,P,99
7/21/2016,92,FB,8/19/2016,P,99
7/22/2016,112,FB,8/19/2016,P,99
7/25/2016,112,FB,8/19/2016,P,99
7/26/2016,113,FB,8/19/2016,P,99
7/27/2016,123,FB,8/19/2016,P,99
7/28/2016,138,FB,8/19/2016,P,99
7/29/2016,138,FB,8/19/2016,P,99
8/1/2016,138,FB,8/19/2016,P,99
8/2/2016,143,FB,8/19/2016,P,99
8/3/2016,143,FB,8/19/2016,P,99
8/4/2016,143,FB,8/19/2016,P,99
6/1/2016,1018,FB,8/19/2016,P,100
6/2/2016,1016,FB,8/19/2016,P,100
6/3/2016,1026,FB,8/19/2016,P,100
6/6/2016,1147,FB,8/19/2016,P,100
6/7/2016,1241,FB,8/19/2016,P,100
6/8/2016,1253,FB,8/19/2016,P,100
6/9/2016,1289,FB,8/19/2016,P,100
6/10/2016,1343,FB,8/19/2016,P,100
6/13/2016,1494,FB,8/19/2016,P,100
6/14/2016,1609,FB,8/19/2016,P,100
6/15/2016,1593,FB,8/19/2016,P,100
6/16/2016,1650,FB,8/19/2016,P,100
6/17/2016,1872,FB,8/19/2016,P,100
6/20/2016,2173,FB,8/19/2016,P,100
6/21/2016,2314,FB,8/19/2016,P,100
6/22/2016,2333,FB,8/19/2016,P,100
6/23/2016,2439,FB,8/19/2016,P,100
6/24/2016,2795,FB,8/19/2016,P,100
6/27/2016,3017,FB,8/19/2016,P,100
6/28/2016,3386,FB,8/19/2016,P,100
6/29/2016,3496,FB,8/19/2016,P,100
6/30/2016,3483,FB,8/19/2016,P,100
7/1/2016,3548,FB,8/19/2016,P,100
7/5/2016,3907,FB,8/19/2016,P,100
7/6/2016,4087,FB,8/19/2016,P,100
7/7/2016,4348,FB,8/19/2016,P,100
7/8/2016,4413,FB,8/19/2016,P,100
7/11/2016,4567,FB,8/19/2016,P,100
7/12/2016,4692,FB,8/19/2016,P,100
7/13/2016,4734,FB,8/19/2016,P,100
7/14/2016,4766,FB,8/19/2016,P,100
7/15/2016,4888,FB,8/19/2016,P,100
7/18/2016,5358,FB,8/19/2016,P,100
7/19/2016,5538,FB,8/19/2016,P,100
7/20/2016,5905,FB,8/19/2016,P,100
7/21/2016,5818,FB,8/19/2016,P,100
7/22/2016,6098,FB,8/19/2016,P,100
7/25/2016,6216,FB,8/19/2016,P,100
7/26/2016,6025,FB,8/19/2016,P,100
7/27/2016,5855,FB,8/19/2016,P,100
7/28/2016,4870,FB,8/19/2016,P,100
7/29/2016,4729,FB,8/19/2016,P,100
8/1/2016,4743,FB,8/19/2016,P,100
8/2/2016,4706,FB,8/19/2016,P,100
8/3/2016,4697,FB,8/19/2016,P,100
8/4/2016,4683,FB,8/19/2016,P,100
7/18/2016,20,FB,8/19/2016,P,101
7/19/2016,25,FB,8/19/2016,P,101
7/20/2016,25,FB,8/19/2016,P,101
7/21/2016,25,FB,8/19/2016,P,101
7/22/2016,25,FB,8/19/2016,P,101
7/25/2016,75,FB,8/19/2016,P,101
7/26/2016,77,FB,8/19/2016,P,101
7/27/2016,78,FB,8/19/2016,P,101
7/28/2016,196,FB,8/19/2016,P,101
7/29/2016,516,FB,8/19/2016,P,101
8/1/2016,517,FB,8/19/2016,P,101
8/2/2016,527,FB,8/19/2016,P,101
8/3/2016,527,FB,8/19/2016,P,101
8/4/2016,527,FB,8/19/2016,P,101
7/18/2016,18,FB,8/19/2016,P,102
7/19/2016,67,FB,8/19/2016,P,102
7/20/2016,296,FB,8/19/2016,P,102
7/21/2016,310,FB,8/19/2016,P,102
7/22/2016,534,FB,8/19/2016,P,102
7/25/2016,610,FB,8/19/2016,P,102
7/26/2016,607,FB,8/19/2016,P,102
7/27/2016,607,FB,8/19/2016,P,102
7/28/2016,802,FB,8/19/2016,P,102
7/29/2016,842,FB,8/19/2016,P,102
8/1/2016,847,FB,8/19/2016,P,102
8/2/2016,849,FB,8/19/2016,P,102
8/3/2016,849,FB,8/19/2016,P,102
8/4/2016,849,FB,8/19/2016,P,102
7/19/2016,28,FB,8/19/2016,P,103
7/20/2016,99,FB,8/19/2016,P,103
7/21/2016,133,FB,8/19/2016,P,103
7/22/2016,155,FB,8/19/2016,P,103
7/25/2016,358,FB,8/19/2016,P,103
7/26/2016,665,FB,8/19/2016,P,103
7/27/2016,675,FB,8/19/2016,P,103
7/28/2016,718,FB,8/19/2016,P,103
7/29/2016,1018,FB,8/19/2016,P,103
8/1/2016,1017,FB,8/19/2016,P,103
8/2/2016,946,FB,8/19/2016,P,103
8/3/2016,946,FB,8/19/2016,P,103
8/4/2016,947,FB,8/19/2016,P,103
7/18/2016,6,FB,8/19/2016,P,104
7/19/2016,16,FB,8/19/2016,P,104
7/20/2016,432,FB,8/19/2016,P,104
7/21/2016,470,FB,8/19/2016,P,104
7/22/2016,490,FB,8/19/2016,P,104
7/25/2016,579,FB,8/19/2016,P,104
7/26/2016,745,FB,8/19/2016,P,104
7/27/2016,1014,FB,8/19/2016,P,104
7/28/2016,1438,FB,8/19/2016,P,104
7/29/2016,1480,FB,8/19/2016,P,104
8/1/2016,1480,FB,8/19/2016,P,104
8/2/2016,1482,FB,8/19/2016,P,104
8/3/2016,1387,FB,8/19/2016,P,104
8/4/2016,1367,FB,8/19/2016,P,104
6/1/2016,1449,FB,8/19/2016,P,105
6/2/2016,1638,FB,8/19/2016,P,105
6/3/2016,1648,FB,8/19/2016,P,105
6/6/2016,1793,FB,8/19/2016,P,105
6/7/2016,1868,FB,8/19/2016,P,105
6/8/2016,1979,FB,8/19/2016,P,105
6/9/2016,2269,FB,8/19/2016,P,105
6/10/2016,2298,FB,8/19/2016,P,105
6/13/2016,2242,FB,8/19/2016,P,105
6/14/2016,2518,FB,8/19/2016,P,105
6/15/2016,2661,FB,8/19/2016,P,105
6/16/2016,3050,FB,8/19/2016,P,105
6/17/2016,3289,FB,8/19/2016,P,105
6/20/2016,3672,FB,8/19/2016,P,105
6/21/2016,4017,FB,8/19/2016,P,105
6/22/2016,4335,FB,8/19/2016,P,105
6/23/2016,4434,FB,8/19/2016,P,105
6/24/2016,4429,FB,8/19/2016,P,105
6/27/2016,5082,FB,8/19/2016,P,105
6/28/2016,5095,FB,8/19/2016,P,105
6/29/2016,5269,FB,8/19/2016,P,105
6/30/2016,5531,FB,8/19/2016,P,105
7/1/2016,5642,FB,8/19/2016,P,105
7/5/2016,6179,FB,8/19/2016,P,105
7/6/2016,6252,FB,8/19/2016,P,105
7/7/2016,6419,FB,8/19/2016,P,105
7/8/2016,6712,FB,8/19/2016,P,105
7/11/2016,7229,FB,8/19/2016,P,105
7/12/2016,7381,FB,8/19/2016,P,105
7/13/2016,8039,FB,8/19/2016,P,105
7/14/2016,8249,FB,8/19/2016,P,105
7/15/2016,8511,FB,8/19/2016,P,105
7/18/2016,8294,FB,8/19/2016,P,105
7/19/2016,8572,FB,8/19/2016,P,105
7/20/2016,8563,FB,8/19/2016,P,105
7/21/2016,8292,FB,8/19/2016,P,105
7/22/2016,8248,FB,8/19/2016,P,105
7/25/2016,8241,FB,8/19/2016,P,105
7/26/2016,8029,FB,8/19/2016,P,105
7/27/2016,8523,FB,8/19/2016,P,105
