date,open_interest,ticker,expiration,type,strike
6/6/2016,60,FB,7/22/2016,C,129
6/7/2016,60,FB,7/22/2016,C,129
6/8/2016,60,FB,7/22/2016,C,129
6/9/2016,60,FB,7/22/2016,C,129
6/10/2016,62,FB,7/22/2016,C,129
6/13/2016,52,FB,7/22/2016,C,129
6/14/2016,52,FB,7/22/2016,C,129
6/15/2016,71,FB,7/22/2016,C,129
6/16/2016,91,FB,7/22/2016,C,129
6/17/2016,91,FB,7/22/2016,C,129
6/20/2016,91,FB,7/22/2016,C,129
6/21/2016,91,FB,7/22/2016,C,129
6/22/2016,91,FB,7/22/2016,C,129
6/23/2016,91,FB,7/22/2016,C,129
6/24/2016,91,FB,7/22/2016,C,129
6/27/2016,91,FB,7/22/2016,C,129
6/28/2016,91,FB,7/22/2016,C,129
6/29/2016,91,FB,7/22/2016,C,129
6/30/2016,91,FB,7/22/2016,C,129
7/1/2016,91,FB,7/22/2016,C,129
7/5/2016,91,FB,7/22/2016,C,129
7/6/2016,91,FB,7/22/2016,C,129
7/7/2016,91,FB,7/22/2016,C,129
7/8/2016,91,FB,7/22/2016,C,129
7/11/2016,91,FB,7/22/2016,C,129
7/12/2016,91,FB,7/22/2016,C,129
7/13/2016,91,FB,7/22/2016,C,129
7/14/2016,291,FB,7/22/2016,C,129
7/15/2016,291,FB,7/22/2016,C,129
7/18/2016,291,FB,7/22/2016,C,129
7/19/2016,321,FB,7/22/2016,C,129
7/20/2016,325,FB,7/22/2016,C,129
7/21/2016,325,FB,7/22/2016,C,129
7/22/2016,325,FB,7/22/2016,C,129
6/2/2016,57,FB,7/22/2016,C,130
6/3/2016,57,FB,7/22/2016,C,130
6/6/2016,75,FB,7/22/2016,C,130
6/7/2016,92,FB,7/22/2016,C,130
6/8/2016,109,FB,7/22/2016,C,130
6/9/2016,126,FB,7/22/2016,C,130
6/10/2016,126,FB,7/22/2016,C,130
6/13/2016,126,FB,7/22/2016,C,130
6/14/2016,146,FB,7/22/2016,C,130
6/15/2016,147,FB,7/22/2016,C,130
6/16/2016,146,FB,7/22/2016,C,130
6/17/2016,146,FB,7/22/2016,C,130
6/20/2016,146,FB,7/22/2016,C,130
6/21/2016,146,FB,7/22/2016,C,130
6/22/2016,146,FB,7/22/2016,C,130
6/23/2016,147,FB,7/22/2016,C,130
6/24/2016,143,FB,7/22/2016,C,130
6/27/2016,143,FB,7/22/2016,C,130
6/28/2016,143,FB,7/22/2016,C,130
6/29/2016,143,FB,7/22/2016,C,130
6/30/2016,143,FB,7/22/2016,C,130
7/1/2016,142,FB,7/22/2016,C,130
7/5/2016,142,FB,7/22/2016,C,130
7/6/2016,146,FB,7/22/2016,C,130
7/7/2016,140,FB,7/22/2016,C,130
7/8/2016,122,FB,7/22/2016,C,130
7/11/2016,122,FB,7/22/2016,C,130
7/12/2016,122,FB,7/22/2016,C,130
7/13/2016,122,FB,7/22/2016,C,130
7/14/2016,122,FB,7/22/2016,C,130
7/15/2016,125,FB,7/22/2016,C,130
7/18/2016,324,FB,7/22/2016,C,130
7/19/2016,324,FB,7/22/2016,C,130
7/20/2016,322,FB,7/22/2016,C,130
7/21/2016,404,FB,7/22/2016,C,130
7/22/2016,404,FB,7/22/2016,C,130
6/7/2016,1,FB,7/22/2016,C,131
6/8/2016,11,FB,7/22/2016,C,131
6/9/2016,11,FB,7/22/2016,C,131
6/10/2016,11,FB,7/22/2016,C,131
6/13/2016,14,FB,7/22/2016,C,131
6/14/2016,14,FB,7/22/2016,C,131
6/15/2016,14,FB,7/22/2016,C,131
6/16/2016,14,FB,7/22/2016,C,131
6/17/2016,14,FB,7/22/2016,C,131
6/20/2016,14,FB,7/22/2016,C,131
6/21/2016,14,FB,7/22/2016,C,131
6/22/2016,14,FB,7/22/2016,C,131
6/23/2016,14,FB,7/22/2016,C,131
6/24/2016,14,FB,7/22/2016,C,131
6/27/2016,14,FB,7/22/2016,C,131
6/28/2016,14,FB,7/22/2016,C,131
6/29/2016,14,FB,7/22/2016,C,131
6/30/2016,14,FB,7/22/2016,C,131
7/1/2016,14,FB,7/22/2016,C,131
7/5/2016,14,FB,7/22/2016,C,131
7/6/2016,14,FB,7/22/2016,C,131
7/7/2016,14,FB,7/22/2016,C,131
7/8/2016,14,FB,7/22/2016,C,131
7/11/2016,14,FB,7/22/2016,C,131
7/12/2016,14,FB,7/22/2016,C,131
7/13/2016,14,FB,7/22/2016,C,131
7/14/2016,14,FB,7/22/2016,C,131
7/15/2016,14,FB,7/22/2016,C,131
7/18/2016,14,FB,7/22/2016,C,131
7/19/2016,14,FB,7/22/2016,C,131
7/20/2016,14,FB,7/22/2016,C,131
7/21/2016,14,FB,7/22/2016,C,131
7/22/2016,14,FB,7/22/2016,C,131
6/2/2016,27,FB,7/22/2016,C,132
6/3/2016,27,FB,7/22/2016,C,132
6/6/2016,27,FB,7/22/2016,C,132
6/7/2016,27,FB,7/22/2016,C,132
6/8/2016,27,FB,7/22/2016,C,132
6/9/2016,27,FB,7/22/2016,C,132
6/10/2016,27,FB,7/22/2016,C,132
6/13/2016,27,FB,7/22/2016,C,132
6/14/2016,27,FB,7/22/2016,C,132
6/15/2016,27,FB,7/22/2016,C,132
6/16/2016,27,FB,7/22/2016,C,132
6/17/2016,27,FB,7/22/2016,C,132
6/20/2016,27,FB,7/22/2016,C,132
6/21/2016,27,FB,7/22/2016,C,132
6/22/2016,27,FB,7/22/2016,C,132
6/23/2016,27,FB,7/22/2016,C,132
6/24/2016,27,FB,7/22/2016,C,132
6/27/2016,27,FB,7/22/2016,C,132
6/28/2016,27,FB,7/22/2016,C,132
6/29/2016,27,FB,7/22/2016,C,132
6/30/2016,27,FB,7/22/2016,C,132
7/1/2016,27,FB,7/22/2016,C,132
7/5/2016,27,FB,7/22/2016,C,132
7/6/2016,27,FB,7/22/2016,C,132
7/7/2016,27,FB,7/22/2016,C,132
7/8/2016,27,FB,7/22/2016,C,132
7/11/2016,27,FB,7/22/2016,C,132
7/12/2016,27,FB,7/22/2016,C,132
7/13/2016,27,FB,7/22/2016,C,132
7/14/2016,27,FB,7/22/2016,C,132
7/15/2016,27,FB,7/22/2016,C,132
7/18/2016,27,FB,7/22/2016,C,132
7/19/2016,27,FB,7/22/2016,C,132
7/20/2016,27,FB,7/22/2016,C,132
7/21/2016,27,FB,7/22/2016,C,132
7/22/2016,27,FB,7/22/2016,C,132
6/9/2016,1,FB,7/22/2016,C,133
6/10/2016,1,FB,7/22/2016,C,133
6/13/2016,1,FB,7/22/2016,C,133
6/14/2016,1,FB,7/22/2016,C,133
6/15/2016,1,FB,7/22/2016,C,133
6/16/2016,1,FB,7/22/2016,C,133
6/17/2016,1,FB,7/22/2016,C,133
6/20/2016,1,FB,7/22/2016,C,133
6/21/2016,1,FB,7/22/2016,C,133
6/22/2016,1,FB,7/22/2016,C,133
6/23/2016,1,FB,7/22/2016,C,133
6/24/2016,1,FB,7/22/2016,C,133
6/27/2016,1,FB,7/22/2016,C,133
6/28/2016,1,FB,7/22/2016,C,133
6/29/2016,1,FB,7/22/2016,C,133
6/30/2016,1,FB,7/22/2016,C,133
7/1/2016,1,FB,7/22/2016,C,133
7/5/2016,1,FB,7/22/2016,C,133
7/6/2016,1,FB,7/22/2016,C,133
7/7/2016,1,FB,7/22/2016,C,133
7/8/2016,1,FB,7/22/2016,C,133
7/11/2016,1,FB,7/22/2016,C,133
7/12/2016,1,FB,7/22/2016,C,133
7/13/2016,1,FB,7/22/2016,C,133
7/14/2016,1,FB,7/22/2016,C,133
7/15/2016,1,FB,7/22/2016,C,133
7/18/2016,1,FB,7/22/2016,C,133
7/19/2016,1,FB,7/22/2016,C,133
7/20/2016,1,FB,7/22/2016,C,133
7/21/2016,1,FB,7/22/2016,C,133
7/22/2016,1,FB,7/22/2016,C,133
6/2/2016,54,FB,7/22/2016,C,135
6/3/2016,54,FB,7/22/2016,C,135
6/6/2016,55,FB,7/22/2016,C,135
6/7/2016,58,FB,7/22/2016,C,135
6/8/2016,58,FB,7/22/2016,C,135
6/9/2016,66,FB,7/22/2016,C,135
6/10/2016,66,FB,7/22/2016,C,135
6/13/2016,66,FB,7/22/2016,C,135
6/14/2016,66,FB,7/22/2016,C,135
6/15/2016,68,FB,7/22/2016,C,135
6/16/2016,68,FB,7/22/2016,C,135
6/17/2016,68,FB,7/22/2016,C,135
6/20/2016,68,FB,7/22/2016,C,135
6/21/2016,68,FB,7/22/2016,C,135
6/22/2016,68,FB,7/22/2016,C,135
6/23/2016,68,FB,7/22/2016,C,135
6/24/2016,68,FB,7/22/2016,C,135
6/27/2016,68,FB,7/22/2016,C,135
6/28/2016,68,FB,7/22/2016,C,135
6/29/2016,68,FB,7/22/2016,C,135
6/30/2016,68,FB,7/22/2016,C,135
7/1/2016,68,FB,7/22/2016,C,135
7/5/2016,68,FB,7/22/2016,C,135
7/6/2016,68,FB,7/22/2016,C,135
7/7/2016,68,FB,7/22/2016,C,135
7/8/2016,68,FB,7/22/2016,C,135
7/11/2016,68,FB,7/22/2016,C,135
7/12/2016,68,FB,7/22/2016,C,135
7/13/2016,68,FB,7/22/2016,C,135
7/14/2016,68,FB,7/22/2016,C,135
7/15/2016,68,FB,7/22/2016,C,135
7/18/2016,68,FB,7/22/2016,C,135
7/19/2016,68,FB,7/22/2016,C,135
7/20/2016,68,FB,7/22/2016,C,135
7/21/2016,68,FB,7/22/2016,C,135
7/22/2016,67,FB,7/22/2016,C,135
5/2/2016,2476,FB,6/17/2016,C,90
5/3/2016,2450,FB,6/17/2016,C,90
5/4/2016,2430,FB,6/17/2016,C,90
5/5/2016,2428,FB,6/17/2016,C,90
5/6/2016,2422,FB,6/17/2016,C,90
5/9/2016,2273,FB,6/17/2016,C,90
5/10/2016,2261,FB,6/17/2016,C,90
5/11/2016,2220,FB,6/17/2016,C,90
5/12/2016,2220,FB,6/17/2016,C,90
5/13/2016,2221,FB,6/17/2016,C,90
5/16/2016,2222,FB,6/17/2016,C,90
5/17/2016,2222,FB,6/17/2016,C,90
5/18/2016,2220,FB,6/17/2016,C,90
5/19/2016,2238,FB,6/17/2016,C,90
5/20/2016,2232,FB,6/17/2016,C,90
5/23/2016,2232,FB,6/17/2016,C,90
5/24/2016,2228,FB,6/17/2016,C,90
5/25/2016,2226,FB,6/17/2016,C,90
5/26/2016,2224,FB,6/17/2016,C,90
5/27/2016,2198,FB,6/17/2016,C,90
5/31/2016,2180,FB,6/17/2016,C,90
6/1/2016,2144,FB,6/17/2016,C,90
6/2/2016,2165,FB,6/17/2016,C,90
6/3/2016,2189,FB,6/17/2016,C,90
6/6/2016,2181,FB,6/17/2016,C,90
6/7/2016,2181,FB,6/17/2016,C,90
6/8/2016,2173,FB,6/17/2016,C,90
6/9/2016,2162,FB,6/17/2016,C,90
6/10/2016,2149,FB,6/17/2016,C,90
6/13/2016,2131,FB,6/17/2016,C,90
6/14/2016,2121,FB,6/17/2016,C,90
6/15/2016,1910,FB,6/17/2016,C,90
6/16/2016,1889,FB,6/17/2016,C,90
5/2/2016,5943,FB,6/17/2016,C,145
5/3/2016,5925,FB,6/17/2016,C,145
5/4/2016,5925,FB,6/17/2016,C,145
5/5/2016,5915,FB,6/17/2016,C,145
5/6/2016,5973,FB,6/17/2016,C,145
5/9/2016,6173,FB,6/17/2016,C,145
5/10/2016,6200,FB,6/17/2016,C,145
5/11/2016,6175,FB,6/17/2016,C,145
5/12/2016,6350,FB,6/17/2016,C,145
5/13/2016,6350,FB,6/17/2016,C,145
5/16/2016,6352,FB,6/17/2016,C,145
5/17/2016,6352,FB,6/17/2016,C,145
5/18/2016,6352,FB,6/17/2016,C,145
5/19/2016,6350,FB,6/17/2016,C,145
5/20/2016,6350,FB,6/17/2016,C,145
5/23/2016,6350,FB,6/17/2016,C,145
5/24/2016,6350,FB,6/17/2016,C,145
5/25/2016,6350,FB,6/17/2016,C,145
5/26/2016,6350,FB,6/17/2016,C,145
5/27/2016,6350,FB,6/17/2016,C,145
5/31/2016,6350,FB,6/17/2016,C,145
6/1/2016,6350,FB,6/17/2016,C,145
6/2/2016,6350,FB,6/17/2016,C,145
6/3/2016,6350,FB,6/17/2016,C,145
6/6/2016,6350,FB,6/17/2016,C,145
6/7/2016,6073,FB,6/17/2016,C,145
6/8/2016,6073,FB,6/17/2016,C,145
6/9/2016,6073,FB,6/17/2016,C,145
6/10/2016,6073,FB,6/17/2016,C,145
6/13/2016,6073,FB,6/17/2016,C,145
6/14/2016,6072,FB,6/17/2016,C,145
6/15/2016,6072,FB,6/17/2016,C,145
6/16/2016,6072,FB,6/17/2016,C,145
6/17/2016,6071,FB,6/17/2016,C,145
5/2/2016,5448,FB,6/17/2016,C,95
5/3/2016,5442,FB,6/17/2016,C,95
5/4/2016,5444,FB,6/17/2016,C,95
5/5/2016,5444,FB,6/17/2016,C,95
5/6/2016,5445,FB,6/17/2016,C,95
5/9/2016,5444,FB,6/17/2016,C,95
5/10/2016,5418,FB,6/17/2016,C,95
5/11/2016,5418,FB,6/17/2016,C,95
5/12/2016,5417,FB,6/17/2016,C,95
5/13/2016,5417,FB,6/17/2016,C,95
5/16/2016,5426,FB,6/17/2016,C,95
5/17/2016,5255,FB,6/17/2016,C,95
5/18/2016,5255,FB,6/17/2016,C,95
5/19/2016,5254,FB,6/17/2016,C,95
5/20/2016,5254,FB,6/17/2016,C,95
5/23/2016,5257,FB,6/17/2016,C,95
5/24/2016,5228,FB,6/17/2016,C,95
5/25/2016,5222,FB,6/17/2016,C,95
5/26/2016,5203,FB,6/17/2016,C,95
5/27/2016,5203,FB,6/17/2016,C,95
5/31/2016,5200,FB,6/17/2016,C,95
6/1/2016,5198,FB,6/17/2016,C,95
6/2/2016,5198,FB,6/17/2016,C,95
6/3/2016,5198,FB,6/17/2016,C,95
6/6/2016,5186,FB,6/17/2016,C,95
6/7/2016,5163,FB,6/17/2016,C,95
6/8/2016,5153,FB,6/17/2016,C,95
6/9/2016,5151,FB,6/17/2016,C,95
6/10/2016,5150,FB,6/17/2016,C,95
6/13/2016,5082,FB,6/17/2016,C,95
6/14/2016,5081,FB,6/17/2016,C,95
6/15/2016,5058,FB,6/17/2016,C,95
6/16/2016,4805,FB,6/17/2016,C,95
5/2/2016,6326,FB,6/17/2016,C,150
5/3/2016,6301,FB,6/17/2016,C,150
5/4/2016,6301,FB,6/17/2016,C,150
5/5/2016,6301,FB,6/17/2016,C,150
5/6/2016,5900,FB,6/17/2016,C,150
5/9/2016,5875,FB,6/17/2016,C,150
5/10/2016,5942,FB,6/17/2016,C,150
5/11/2016,6095,FB,6/17/2016,C,150
5/12/2016,6095,FB,6/17/2016,C,150
5/13/2016,7026,FB,6/17/2016,C,150
5/16/2016,7001,FB,6/17/2016,C,150
5/17/2016,7002,FB,6/17/2016,C,150
5/18/2016,7002,FB,6/17/2016,C,150
5/19/2016,6695,FB,6/17/2016,C,150
5/20/2016,6690,FB,6/17/2016,C,150
5/23/2016,6689,FB,6/17/2016,C,150
5/24/2016,6689,FB,6/17/2016,C,150
5/25/2016,6689,FB,6/17/2016,C,150
5/26/2016,6689,FB,6/17/2016,C,150
5/27/2016,6689,FB,6/17/2016,C,150
5/31/2016,6689,FB,6/17/2016,C,150
6/1/2016,6689,FB,6/17/2016,C,150
6/2/2016,6689,FB,6/17/2016,C,150
6/3/2016,6689,FB,6/17/2016,C,150
6/6/2016,6689,FB,6/17/2016,C,150
6/7/2016,6689,FB,6/17/2016,C,150
6/8/2016,6688,FB,6/17/2016,C,150
6/9/2016,6688,FB,6/17/2016,C,150
6/10/2016,6688,FB,6/17/2016,C,150
6/13/2016,6688,FB,6/17/2016,C,150
6/14/2016,6688,FB,6/17/2016,C,150
6/15/2016,6688,FB,6/17/2016,C,150
6/16/2016,6688,FB,6/17/2016,C,150
6/17/2016,6688,FB,6/17/2016,C,150
5/2/2016,11317,FB,6/17/2016,C,100
5/3/2016,11287,FB,6/17/2016,C,100
5/4/2016,11229,FB,6/17/2016,C,100
5/5/2016,11232,FB,6/17/2016,C,100
5/6/2016,11196,FB,6/17/2016,C,100
5/9/2016,11188,FB,6/17/2016,C,100
5/10/2016,11139,FB,6/17/2016,C,100
5/11/2016,11152,FB,6/17/2016,C,100
5/12/2016,11181,FB,6/17/2016,C,100
5/13/2016,11179,FB,6/17/2016,C,100
5/16/2016,11228,FB,6/17/2016,C,100
5/17/2016,11063,FB,6/17/2016,C,100
5/18/2016,11063,FB,6/17/2016,C,100
5/19/2016,11051,FB,6/17/2016,C,100
5/20/2016,11103,FB,6/17/2016,C,100
5/23/2016,11100,FB,6/17/2016,C,100
5/24/2016,11061,FB,6/17/2016,C,100
5/25/2016,11015,FB,6/17/2016,C,100
5/26/2016,10987,FB,6/17/2016,C,100
5/27/2016,10982,FB,6/17/2016,C,100
5/31/2016,10981,FB,6/17/2016,C,100
6/1/2016,10974,FB,6/17/2016,C,100
6/2/2016,10835,FB,6/17/2016,C,100
6/3/2016,10816,FB,6/17/2016,C,100
6/6/2016,10753,FB,6/17/2016,C,100
6/7/2016,10730,FB,6/17/2016,C,100
6/8/2016,10708,FB,6/17/2016,C,100
6/9/2016,10694,FB,6/17/2016,C,100
6/10/2016,10652,FB,6/17/2016,C,100
6/13/2016,10552,FB,6/17/2016,C,100
6/14/2016,10088,FB,6/17/2016,C,100
6/15/2016,9986,FB,6/17/2016,C,100
6/16/2016,9948,FB,6/17/2016,C,100
6/8/2016,1,FB,6/17/2016,C,101
6/9/2016,4,FB,6/17/2016,C,101
6/10/2016,5,FB,6/17/2016,C,101
6/13/2016,4,FB,6/17/2016,C,101
6/14/2016,3,FB,6/17/2016,C,101
6/15/2016,3,FB,6/17/2016,C,101
6/16/2016,3,FB,6/17/2016,C,101
6/12/2016,4,FB,6/17/2016,C,102
6/13/2016,4,FB,6/17/2016,C,102
6/14/2016,4,FB,6/17/2016,C,102
6/15/2016,4,FB,6/17/2016,C,102
6/16/2016,2,FB,6/17/2016,C,102
5/25/2016,1,FB,6/17/2016,C,103
5/26/2016,1,FB,6/17/2016,C,103
5/27/2016,1,FB,6/17/2016,C,103
5/31/2016,1,FB,6/17/2016,C,103
6/1/2016,1,FB,6/17/2016,C,103
6/2/2016,1,FB,6/17/2016,C,103
6/3/2016,1,FB,6/17/2016,C,103
6/6/2016,1,FB,6/17/2016,C,103
6/7/2016,1,FB,6/17/2016,C,103
6/8/2016,1,FB,6/17/2016,C,103
6/9/2016,1,FB,6/17/2016,C,103
6/10/2016,2,FB,6/17/2016,C,103
6/13/2016,2,FB,6/17/2016,C,103
6/14/2016,2,FB,6/17/2016,C,103
6/15/2016,2,FB,6/17/2016,C,103
6/16/2016,2,FB,6/17/2016,C,103
5/24/2016,16,FB,6/17/2016,C,104
5/25/2016,16,FB,6/17/2016,C,104
5/26/2016,16,FB,6/17/2016,C,104
5/27/2016,16,FB,6/17/2016,C,104
5/31/2016,16,FB,6/17/2016,C,104
6/1/2016,16,FB,6/17/2016,C,104
6/2/2016,16,FB,6/17/2016,C,104
6/3/2016,16,FB,6/17/2016,C,104
6/6/2016,16,FB,6/17/2016,C,104
6/7/2016,16,FB,6/17/2016,C,104
6/8/2016,16,FB,6/17/2016,C,104
6/9/2016,26,FB,6/17/2016,C,104
6/10/2016,26,FB,6/17/2016,C,104
6/13/2016,26,FB,6/17/2016,C,104
6/14/2016,26,FB,6/17/2016,C,104
6/15/2016,26,FB,6/17/2016,C,104
6/16/2016,26,FB,6/17/2016,C,104
5/2/2016,8236,FB,6/17/2016,C,105
5/3/2016,8205,FB,6/17/2016,C,105
5/4/2016,8169,FB,6/17/2016,C,105
5/5/2016,8142,FB,6/17/2016,C,105
5/6/2016,8020,FB,6/17/2016,C,105
5/9/2016,7969,FB,6/17/2016,C,105
5/10/2016,7865,FB,6/17/2016,C,105
5/11/2016,7875,FB,6/17/2016,C,105
5/12/2016,7750,FB,6/17/2016,C,105
5/13/2016,7850,FB,6/17/2016,C,105
5/16/2016,7845,FB,6/17/2016,C,105
5/17/2016,7841,FB,6/17/2016,C,105
5/18/2016,7830,FB,6/17/2016,C,105
5/19/2016,7799,FB,6/17/2016,C,105
5/20/2016,7840,FB,6/17/2016,C,105
5/23/2016,7839,FB,6/17/2016,C,105
5/24/2016,8128,FB,6/17/2016,C,105
5/25/2016,7935,FB,6/17/2016,C,105
5/26/2016,7818,FB,6/17/2016,C,105
5/27/2016,7868,FB,6/17/2016,C,105
5/31/2016,7863,FB,6/17/2016,C,105
6/1/2016,7749,FB,6/17/2016,C,105
6/2/2016,7612,FB,6/17/2016,C,105
6/3/2016,7581,FB,6/17/2016,C,105
6/6/2016,7502,FB,6/17/2016,C,105
6/7/2016,7476,FB,6/17/2016,C,105
6/8/2016,7452,FB,6/17/2016,C,105
6/9/2016,7128,FB,6/17/2016,C,105
6/10/2016,7086,FB,6/17/2016,C,105
6/13/2016,7051,FB,6/17/2016,C,105
6/14/2016,6997,FB,6/17/2016,C,105
6/15/2016,6923,FB,6/17/2016,C,105
6/16/2016,6580,FB,6/17/2016,C,105
5/25/2016,11,FB,6/17/2016,C,107
5/26/2016,11,FB,6/17/2016,C,107
5/27/2016,11,FB,6/17/2016,C,107
5/31/2016,11,FB,6/17/2016,C,107
6/1/2016,11,FB,6/17/2016,C,107
6/2/2016,11,FB,6/17/2016,C,107
6/3/2016,11,FB,6/17/2016,C,107
6/6/2016,11,FB,6/17/2016,C,107
6/7/2016,11,FB,6/17/2016,C,107
6/8/2016,11,FB,6/17/2016,C,107
6/9/2016,11,FB,6/17/2016,C,107
6/10/2016,12,FB,6/17/2016,C,107
6/13/2016,73,FB,6/17/2016,C,107
6/14/2016,63,FB,6/17/2016,C,107
6/15/2016,58,FB,6/17/2016,C,107
6/16/2016,58,FB,6/17/2016,C,107
5/25/2016,11,FB,6/17/2016,C,108
5/26/2016,11,FB,6/17/2016,C,108
5/27/2016,11,FB,6/17/2016,C,108
5/31/2016,11,FB,6/17/2016,C,108
6/1/2016,11,FB,6/17/2016,C,108
6/2/2016,11,FB,6/17/2016,C,108
6/3/2016,12,FB,6/17/2016,C,108
6/6/2016,12,FB,6/17/2016,C,108
6/7/2016,12,FB,6/17/2016,C,108
6/8/2016,12,FB,6/17/2016,C,108
6/9/2016,12,FB,6/17/2016,C,108
6/10/2016,12,FB,6/17/2016,C,108
6/13/2016,22,FB,6/17/2016,C,108
6/14/2016,93,FB,6/17/2016,C,108
6/15/2016,93,FB,6/17/2016,C,108
6/16/2016,86,FB,6/17/2016,C,108
5/23/2016,25,FB,6/17/2016,C,109
5/24/2016,27,FB,6/17/2016,C,109
5/25/2016,27,FB,6/17/2016,C,109
5/26/2016,27,FB,6/17/2016,C,109
5/27/2016,26,FB,6/17/2016,C,109
5/31/2016,51,FB,6/17/2016,C,109
6/1/2016,52,FB,6/17/2016,C,109
6/2/2016,52,FB,6/17/2016,C,109
6/3/2016,60,FB,6/17/2016,C,109
6/6/2016,60,FB,6/17/2016,C,109
6/7/2016,60,FB,6/17/2016,C,109
6/8/2016,60,FB,6/17/2016,C,109
6/9/2016,60,FB,6/17/2016,C,109
6/10/2016,103,FB,6/17/2016,C,109
6/13/2016,186,FB,6/17/2016,C,109
6/14/2016,184,FB,6/17/2016,C,109
6/15/2016,184,FB,6/17/2016,C,109
6/16/2016,186,FB,6/17/2016,C,109
5/2/2016,16831,FB,6/17/2016,C,110
5/3/2016,16899,FB,6/17/2016,C,110
5/4/2016,16759,FB,6/17/2016,C,110
5/5/2016,16735,FB,6/17/2016,C,110
5/6/2016,16757,FB,6/17/2016,C,110
5/9/2016,16852,FB,6/17/2016,C,110
5/10/2016,16143,FB,6/17/2016,C,110
5/11/2016,16130,FB,6/17/2016,C,110
5/12/2016,16068,FB,6/17/2016,C,110
5/13/2016,16106,FB,6/17/2016,C,110
5/16/2016,16073,FB,6/17/2016,C,110
5/17/2016,16055,FB,6/17/2016,C,110
5/18/2016,16060,FB,6/17/2016,C,110
5/19/2016,16146,FB,6/17/2016,C,110
5/20/2016,16250,FB,6/17/2016,C,110
5/23/2016,16398,FB,6/17/2016,C,110
5/24/2016,16464,FB,6/17/2016,C,110
5/25/2016,16363,FB,6/17/2016,C,110
5/26/2016,16252,FB,6/17/2016,C,110
5/27/2016,16221,FB,6/17/2016,C,110
5/31/2016,15833,FB,6/17/2016,C,110
6/1/2016,15846,FB,6/17/2016,C,110
6/2/2016,15867,FB,6/17/2016,C,110
6/3/2016,15859,FB,6/17/2016,C,110
6/6/2016,15747,FB,6/17/2016,C,110
6/7/2016,15705,FB,6/17/2016,C,110
6/8/2016,15562,FB,6/17/2016,C,110
6/9/2016,15200,FB,6/17/2016,C,110
6/10/2016,15184,FB,6/17/2016,C,110
6/13/2016,15073,FB,6/17/2016,C,110
6/14/2016,14790,FB,6/17/2016,C,110
6/15/2016,14591,FB,6/17/2016,C,110
6/16/2016,14082,FB,6/17/2016,C,110
5/23/2016,10,FB,6/17/2016,C,111
5/24/2016,11,FB,6/17/2016,C,111
5/25/2016,11,FB,6/17/2016,C,111
5/26/2016,11,FB,6/17/2016,C,111
5/27/2016,25,FB,6/17/2016,C,111
5/31/2016,37,FB,6/17/2016,C,111
6/1/2016,37,FB,6/17/2016,C,111
6/2/2016,37,FB,6/17/2016,C,111
6/3/2016,78,FB,6/17/2016,C,111
6/6/2016,78,FB,6/17/2016,C,111
6/7/2016,102,FB,6/17/2016,C,111
6/8/2016,144,FB,6/17/2016,C,111
6/9/2016,169,FB,6/17/2016,C,111
6/10/2016,209,FB,6/17/2016,C,111
6/13/2016,435,FB,6/17/2016,C,111
6/14/2016,575,FB,6/17/2016,C,111
6/15/2016,567,FB,6/17/2016,C,111
6/16/2016,636,FB,6/17/2016,C,111
5/24/2016,1,FB,6/17/2016,C,112
5/25/2016,1,FB,6/17/2016,C,112
5/26/2016,1,FB,6/17/2016,C,112
5/27/2016,1,FB,6/17/2016,C,112
5/31/2016,26,FB,6/17/2016,C,112
6/1/2016,26,FB,6/17/2016,C,112
6/2/2016,39,FB,6/17/2016,C,112
6/3/2016,39,FB,6/17/2016,C,112
6/6/2016,40,FB,6/17/2016,C,112
6/7/2016,56,FB,6/17/2016,C,112
6/8/2016,54,FB,6/17/2016,C,112
6/9/2016,71,FB,6/17/2016,C,112
6/10/2016,126,FB,6/17/2016,C,112
6/13/2016,554,FB,6/17/2016,C,112
6/14/2016,868,FB,6/17/2016,C,112
6/15/2016,820,FB,6/17/2016,C,112
6/16/2016,1588,FB,6/17/2016,C,112
5/23/2016,17,FB,6/17/2016,C,113
5/24/2016,43,FB,6/17/2016,C,113
5/25/2016,52,FB,6/17/2016,C,113
5/26/2016,57,FB,6/17/2016,C,113
5/27/2016,66,FB,6/17/2016,C,113
5/31/2016,77,FB,6/17/2016,C,113
6/1/2016,76,FB,6/17/2016,C,113
6/2/2016,1312,FB,6/17/2016,C,113
6/3/2016,1468,FB,6/17/2016,C,113
6/6/2016,1359,FB,6/17/2016,C,113
6/7/2016,1368,FB,6/17/2016,C,113
6/8/2016,1377,FB,6/17/2016,C,113
6/9/2016,1391,FB,6/17/2016,C,113
